Round,Date,Team 1,FT,HT,Team 2,Year,Country,FT Team 1,FT Team 2,HT Team 1,HT Team 2,GGD,Team 1 (pts),Team 2 (pts)
24,(Sun) 8 Mar 2015 (W10),1. FC Köln ,4-2,1-0,Eintracht Frankfurt ,2014,GER,4,2,1,0,2,3,0
24,(Sun) 8 Mar 2015 (W10),SC Paderborn 07 ,0-3,0-0,Bayer 04 Leverkusen ,2014,GER,0,3,0,0,3,0,3
25,(Fri) 13 Mar 2015 (W11),Bayer 04 Leverkusen ,4-0,2-0,VfB Stuttgart ,2014,GER,4,0,2,0,4,3,0
25,(Sat) 14 Mar 2015 (W11),FC Augsburg ,0-2,0-1,1. FSV Mainz 05 ,2014,GER,0,2,0,1,2,0,3
25,(Sat) 14 Mar 2015 (W11),Borussia Dortmund ,0-0,0-0,1. FC Köln ,2014,GER,0,0,0,0,0,1,1
25,(Sat) 14 Mar 2015 (W11),Eintracht Frankfurt ,4-0,2-0,SC Paderborn 07 ,2014,GER,4,0,2,0,4,3,0
25,(Sat) 14 Mar 2015 (W11),Hertha BSC ,2-2,1-1,FC Schalke 04 ,2014,GER,2,2,1,1,0,1,1
25,(Sat) 14 Mar 2015 (W11),TSG 1899 Hoffenheim ,3-0,1-0,Hamburger SV ,2014,GER,3,0,1,0,3,3,0
25,(Sat) 14 Mar 2015 (W11),Werder Bremen ,0-4,0-2,Bayern München ,2014,GER,0,4,0,2,4,0,3
25,(Sun) 15 Mar 2015 (W11),Bor. Mönchengladbach ,2-0,1-0,Hannover 96 ,2014,GER,2,0,1,0,2,3,0
25,(Sun) 15 Mar 2015 (W11),VfL Wolfsburg ,3-0,1-0,SC Freiburg ,2014,GER,3,0,1,0,3,3,0
26,(Fri) 20 Mar 2015 (W12),Hamburger SV ,0-1,0-0,Hertha BSC ,2014,GER,0,1,0,0,1,0,3
26,(Sat) 21 Mar 2015 (W12),1. FC Köln ,1-1,0-1,Werder Bremen ,2014,GER,1,1,0,1,0,1,1
26,(Sat) 21 Mar 2015 (W12),SC Freiburg ,2-0,0-0,FC Augsburg ,2014,GER,2,0,0,0,2,3,0
26,(Sat) 21 Mar 2015 (W12),Hannover 96 ,2-3,1-1,Borussia Dortmund ,2014,GER,2,3,1,1,1,0,3
26,(Sat) 21 Mar 2015 (W12),SC Paderborn 07 ,0-0,0-0,TSG 1899 Hoffenheim ,2014,GER,0,0,0,0,0,1,1
26,(Sat) 21 Mar 2015 (W12),FC Schalke 04 ,0-1,0-1,Bayer 04 Leverkusen ,2014,GER,0,1,0,1,1,0,3
26,(Sat) 21 Mar 2015 (W12),VfB Stuttgart ,3-1,0-0,Eintracht Frankfurt ,2014,GER,3,1,0,0,2,3,0
26,(Sun) 22 Mar 2015 (W12),Bayern München ,0-2,0-1,Bor. Mönchengladbach ,2014,GER,0,2,0,1,2,0,3
26,(Sun) 22 Mar 2015 (W12),1. FSV Mainz 05 ,1-1,1-0,VfL Wolfsburg ,2014,GER,1,1,1,0,0,1,1
27,(Sat) 4 Apr 2015 (W14),Borussia Dortmund ,0-1,0-1,Bayern München ,2014,GER,0,1,0,1,1,0,3
27,(Sat) 4 Apr 2015 (W14),Eintracht Frankfurt ,2-2,1-0,Hannover 96 ,2014,GER,2,2,1,0,0,1,1
27,(Sat) 4 Apr 2015 (W14),SC Freiburg ,1-0,1-0,1. FC Köln ,2014,GER,1,0,1,0,1,3,0
27,(Sat) 4 Apr 2015 (W14),TSG 1899 Hoffenheim ,1-4,1-3,Bor. Mönchengladbach ,2014,GER,1,4,1,3,3,0,3
27,(Sat) 4 Apr 2015 (W14),Bayer 04 Leverkusen ,4-0,2-0,Hamburger SV ,2014,GER,4,0,2,0,4,3,0
27,(Sat) 4 Apr 2015 (W14),Werder Bremen ,0-0,0-0,1. FSV Mainz 05 ,2014,GER,0,0,0,0,0,1,1
27,(Sat) 4 Apr 2015 (W14),VfL Wolfsburg ,3-1,1-1,VfB Stuttgart ,2014,GER,3,1,1,1,2,3,0
27,(Sun) 5 Apr 2015 (W14),FC Augsburg ,0-0,0-0,FC Schalke 04 ,2014,GER,0,0,0,0,0,1,1
27,(Sun) 5 Apr 2015 (W14),Hertha BSC ,2-0,0-0,SC Paderborn 07 ,2014,GER,2,0,0,0,2,3,0
28,(Fri) 10 Apr 2015 (W15),Hannover 96 ,1-1,0-0,Hertha BSC ,2014,GER,1,1,0,0,0,1,1
28,(Sat) 11 Apr 2015 (W15),Bayern München ,3-0,1-0,Eintracht Frankfurt ,2014,GER,3,0,1,0,3,3,0
28,(Sat) 11 Apr 2015 (W15),Hamburger SV ,0-2,0-1,VfL Wolfsburg ,2014,GER,0,2,0,1,2,0,3
28,(Sat) 11 Apr 2015 (W15),1. FSV Mainz 05 ,2-3,0-1,Bayer 04 Leverkusen ,2014,GER,2,3,0,1,1,0,3
28,(Sat) 11 Apr 2015 (W15),Bor. Mönchengladbach ,3-1,2-0,Borussia Dortmund ,2014,GER,3,1,2,0,2,3,0
28,(Sat) 11 Apr 2015 (W15),SC Paderborn 07 ,2-1,0-0,FC Augsburg ,2014,GER,2,1,0,0,1,3,0
28,(Sat) 11 Apr 2015 (W15),FC Schalke 04 ,0-0,0-0,SC Freiburg ,2014,GER,0,0,0,0,0,1,1
28,(Sun) 12 Apr 2015 (W15),1. FC Köln ,3-2,1-0,TSG 1899 Hoffenheim ,2014,GER,3,2,1,0,1,3,0
28,(Sun) 12 Apr 2015 (W15),VfB Stuttgart ,3-2,1-0,Werder Bremen ,2014,GER,3,2,1,0,1,3,0
29,(Fri) 17 Apr 2015 (W16),Eintracht Frankfurt ,0-0,0-0,Bor. Mönchengladbach ,2014,GER,0,0,0,0,0,1,1
29,(Sat) 18 Apr 2015 (W16),FC Augsburg ,2-1,1-1,VfB Stuttgart ,2014,GER,2,1,1,1,1,3,0
29,(Sat) 18 Apr 2015 (W16),Borussia Dortmund ,3-0,0-0,SC Paderborn 07 ,2014,GER,3,0,0,0,3,3,0
29,(Sat) 18 Apr 2015 (W16),SC Freiburg ,2-3,0-2,1. FSV Mainz 05 ,2014,GER,2,3,0,2,1,0,3
29,(Sat) 18 Apr 2015 (W16),Hertha BSC ,0-0,0-0,1. FC Köln ,2014,GER,0,0,0,0,0,1,1
29,(Sat) 18 Apr 2015 (W16),TSG 1899 Hoffenheim ,0-2,0-1,Bayern München ,2014,GER,0,2,0,1,2,0,3
29,(Sat) 18 Apr 2015 (W16),Bayer 04 Leverkusen ,4-0,2-0,Hannover 96 ,2014,GER,4,0,2,0,4,3,0
29,(Sun) 19 Apr 2015 (W16),Werder Bremen ,1-0,0-0,Hamburger SV ,2014,GER,1,0,0,0,1,3,0
29,(Sun) 19 Apr 2015 (W16),VfL Wolfsburg ,1-1,0-0,FC Schalke 04 ,2014,GER,1,1,0,0,0,1,1
30,(Fri) 24 Apr 2015 (W17),1. FSV Mainz 05 ,2-0,2-0,FC Schalke 04 ,2014,GER,2,0,2,0,2,3,0
30,(Sat) 25 Apr 2015 (W17),Bayern München ,1-0,0-0,Hertha BSC ,2014,GER,1,0,0,0,1,3,0
30,(Sat) 25 Apr 2015 (W17),Borussia Dortmund ,2-0,2-0,Eintracht Frankfurt ,2014,GER,2,0,2,0,2,3,0
30,(Sat) 25 Apr 2015 (W17),1. FC Köln ,1-1,0-0,Bayer 04 Leverkusen ,2014,GER,1,1,0,0,0,1,1
30,(Sat) 25 Apr 2015 (W17),Hamburger SV ,3-2,2-1,FC Augsburg ,2014,GER,3,2,2,1,1,3,0
30,(Sat) 25 Apr 2015 (W17),Hannover 96 ,1-2,1-1,TSG 1899 Hoffenheim ,2014,GER,1,2,1,1,1,0,3
30,(Sat) 25 Apr 2015 (W17),VfB Stuttgart ,2-2,2-0,SC Freiburg ,2014,GER,2,2,2,0,0,1,1
30,(Sun) 26 Apr 2015 (W17),Bor. Mönchengladbach ,1-0,0-0,VfL Wolfsburg ,2014,GER,1,0,0,0,1,3,0
30,(Sun) 26 Apr 2015 (W17),SC Paderborn 07 ,2-2,2-1,Werder Bremen ,2014,GER,2,2,2,1,0,1,1
31,(Sat) 2 May 2015 (W18),FC Augsburg ,0-0,0-0,1. FC Köln ,2014,GER,0,0,0,0,0,1,1
31,(Sat) 2 May 2015 (W18),SC Freiburg ,1-2,1-0,SC Paderborn 07 ,2014,GER,1,2,1,0,1,0,3
31,(Sat) 2 May 2015 (W18),TSG 1899 Hoffenheim ,1-1,1-1,Borussia Dortmund ,2014,GER,1,1,1,1,0,1,1
31,(Sat) 2 May 2015 (W18),Bayer 04 Leverkusen ,2-0,0-0,Bayern München ,2014,GER,2,0,0,0,2,3,0
31,(Sat) 2 May 2015 (W18),FC Schalke 04 ,3-2,1-1,VfB Stuttgart ,2014,GER,3,2,1,1,1,3,0
31,(Sat) 2 May 2015 (W18),Werder Bremen ,1-0,0-0,Eintracht Frankfurt ,2014,GER,1,0,0,0,1,3,0
31,(Sat) 2 May 2015 (W18),VfL Wolfsburg ,2-2,2-0,Hannover 96 ,2014,GER,2,2,2,0,0,1,1
31,(Sun) 3 May 2015 (W18),Hertha BSC ,1-2,1-1,Bor. Mönchengladbach ,2014,GER,1,2,1,1,1,0,3
31,(Sun) 3 May 2015 (W18),1. FSV Mainz 05 ,1-2,0-1,Hamburger SV ,2014,GER,1,2,0,1,1,0,3
32,(Fri) 8 May 2015 (W19),Hamburger SV ,1-1,0-1,SC Freiburg ,2014,GER,1,1,0,1,0,1,1
32,(Sat) 9 May 2015 (W19),Bayern München ,0-1,0-0,FC Augsburg ,2014,GER,0,1,0,0,1,0,3
32,(Sat) 9 May 2015 (W19),Borussia Dortmund ,2-0,1-0,Hertha BSC ,2014,GER,2,0,1,0,2,3,0
32,(Sat) 9 May 2015 (W19),Eintracht Frankfurt ,3-1,3-0,TSG 1899 Hoffenheim ,2014,GER,3,1,3,0,2,3,0
32,(Sat) 9 May 2015 (W19),Hannover 96 ,1-1,1-0,Werder Bremen ,2014,GER,1,1,1,0,0,1,1
32,(Sat) 9 May 2015 (W19),Bor. Mönchengladbach ,3-0,0-0,Bayer 04 Leverkusen ,2014,GER,3,0,0,0,3,3,0
32,(Sat) 9 May 2015 (W19),VfB Stuttgart ,2-0,0-0,1. FSV Mainz 05 ,2014,GER,2,0,0,0,2,3,0
32,(Sun) 10 May 2015 (W19),1. FC Köln ,2-0,1-0,FC Schalke 04 ,2014,GER,2,0,1,0,2,3,0
32,(Sun) 10 May 2015 (W19),SC Paderborn 07 ,1-3,0-2,VfL Wolfsburg ,2014,GER,1,3,0,2,2,0,3
33,(Sat) 16 May 2015 (W20),FC Augsburg ,1-2,1-1,Hannover 96 ,2014,GER,1,2,1,1,1,0,3
33,(Sat) 16 May 2015 (W20),SC Freiburg ,2-1,1-1,Bayern München ,2014,GER,2,1,1,1,1,3,0
33,(Sat) 16 May 2015 (W20),Hertha BSC ,0-0,0-0,Eintracht Frankfurt ,2014,GER,0,0,0,0,0,1,1
33,(Sat) 16 May 2015 (W20),Bayer 04 Leverkusen ,2-0,1-0,TSG 1899 Hoffenheim ,2014,GER,2,0,1,0,2,3,0
33,(Sat) 16 May 2015 (W20),1. FSV Mainz 05 ,2-0,0-0,1. FC Köln ,2014,GER,2,0,0,0,2,3,0
33,(Sat) 16 May 2015 (W20),FC Schalke 04 ,1-0,0-0,SC Paderborn 07 ,2014,GER,1,0,0,0,1,3,0
33,(Sat) 16 May 2015 (W20),VfB Stuttgart ,2-1,2-1,Hamburger SV ,2014,GER,2,1,2,1,1,3,0
33,(Sat) 16 May 2015 (W20),Werder Bremen ,0-2,0-0,Bor. Mönchengladbach ,2014,GER,0,2,0,0,2,0,3
33,(Sat) 16 May 2015 (W20),VfL Wolfsburg ,2-1,1-1,Borussia Dortmund ,2014,GER,2,1,1,1,1,3,0
34,(Sat) 23 May 2015 (W21),Bayern München ,2-0,1-0,1. FSV Mainz 05 ,2014,GER,2,0,1,0,2,3,0
34,(Sat) 23 May 2015 (W21),Borussia Dortmund ,3-2,3-1,Werder Bremen ,2014,GER,3,2,3,1,1,3,0
34,(Sat) 23 May 2015 (W21),Eintracht Frankfurt ,2-1,2-1,Bayer 04 Leverkusen ,2014,GER,2,1,2,1,1,3,0
34,(Sat) 23 May 2015 (W21),1. FC Köln ,2-2,1-2,VfL Wolfsburg ,2014,GER,2,2,1,2,0,1,1
34,(Sat) 23 May 2015 (W21),Hamburger SV ,2-0,0-0,FC Schalke 04 ,2014,GER,2,0,0,0,2,3,0
34,(Sat) 23 May 2015 (W21),Hannover 96 ,2-1,1-0,SC Freiburg ,2014,GER,2,1,1,0,1,3,0
34,(Sat) 23 May 2015 (W21),TSG 1899 Hoffenheim ,2-1,1-0,Hertha BSC ,2014,GER,2,1,1,0,1,3,0
34,(Sat) 23 May 2015 (W21),Bor. Mönchengladbach ,1-3,1-0,FC Augsburg ,2014,GER,1,3,1,0,2,0,3
34,(Sat) 23 May 2015 (W21),SC Paderborn 07 ,1-2,1-1,VfB Stuttgart ,2014,GER,1,2,1,1,1,0,3
1,(Fri) 14 Aug 2015 (W33),Bayern München ,5-0,1-0,Hamburger SV ,2015,GER,5,0,1,0,5,3,0
1,(Sat) 15 Aug 2015 (W33),FC Augsburg ,0-1,0-0,Hertha BSC ,2015,GER,0,1,0,0,1,0,3
1,(Sat) 15 Aug 2015 (W33),SV Darmstadt 98 ,2-2,1-0,Hannover 96 ,2015,GER,2,2,1,0,0,1,1
1,(Sat) 15 Aug 2015 (W33),Borussia Dortmund ,4-0,3-0,Bor. Mönchengladbach ,2015,GER,4,0,3,0,4,3,0
1,(Sat) 15 Aug 2015 (W33),Bayer 04 Leverkusen ,2-1,1-1,TSG 1899 Hoffenheim ,2015,GER,2,1,1,1,1,3,0
1,(Sat) 15 Aug 2015 (W33),1. FSV Mainz 05 ,0-1,0-0,FC Ingolstadt 04 ,2015,GER,0,1,0,0,1,0,3
1,(Sat) 15 Aug 2015 (W33),Werder Bremen ,0-3,0-1,FC Schalke 04 ,2015,GER,0,3,0,1,3,0,3
1,(Sun) 16 Aug 2015 (W33),VfB Stuttgart ,1-3,0-0,1. FC Köln ,2015,GER,1,3,0,0,2,0,3
1,(Sun) 16 Aug 2015 (W33),VfL Wolfsburg ,2-1,2-1,Eintracht Frankfurt ,2015,GER,2,1,2,1,1,3,0
2,(Fri) 21 Aug 2015 (W34),Hertha BSC ,1-1,1-1,Werder Bremen ,2015,GER,1,1,1,1,0,1,1
2,(Sat) 22 Aug 2015 (W34),Eintracht Frankfurt ,1-1,0-1,FC Augsburg ,2015,GER,1,1,0,1,0,1,1
2,(Sat) 22 Aug 2015 (W34),1. FC Köln ,1-1,1-0,VfL Wolfsburg ,2015,GER,1,1,1,0,0,1,1
2,(Sat) 22 Aug 2015 (W34),Hamburger SV ,3-2,1-2,VfB Stuttgart ,2015,GER,3,2,1,2,1,3,0
2,(Sat) 22 Aug 2015 (W34),Hannover 96 ,0-1,0-1,Bayer 04 Leverkusen ,2015,GER,0,1,0,1,1,0,3
2,(Sat) 22 Aug 2015 (W34),TSG 1899 Hoffenheim ,1-2,1-1,Bayern München ,2015,GER,1,2,1,1,1,0,3
2,(Sat) 22 Aug 2015 (W34),FC Schalke 04 ,1-1,0-1,SV Darmstadt 98 ,2015,GER,1,1,0,1,0,1,1
2,(Sun) 23 Aug 2015 (W34),FC Ingolstadt 04 ,0-4,0-0,Borussia Dortmund ,2015,GER,0,4,0,0,4,0,3
2,(Sun) 23 Aug 2015 (W34),Bor. Mönchengladbach ,1-2,0-1,1. FSV Mainz 05 ,2015,GER,1,2,0,1,1,0,3
3,(Fri) 28 Aug 2015 (W35),VfL Wolfsburg ,3-0,1-0,FC Schalke 04 ,2015,GER,3,0,1,0,3,3,0
3,(Sat) 29 Aug 2015 (W35),FC Augsburg ,0-1,0-0,FC Ingolstadt 04 ,2015,GER,0,1,0,0,1,0,3
3,(Sat) 29 Aug 2015 (W35),Bayern München ,3-0,1-0,Bayer 04 Leverkusen ,2015,GER,3,0,1,0,3,3,0
3,(Sat) 29 Aug 2015 (W35),SV Darmstadt 98 ,0-0,0-0,TSG 1899 Hoffenheim ,2015,GER,0,0,0,0,0,1,1
3,(Sat) 29 Aug 2015 (W35),1. FC Köln ,2-1,0-0,Hamburger SV ,2015,GER,2,1,0,0,1,3,0
3,(Sat) 29 Aug 2015 (W35),1. FSV Mainz 05 ,3-0,2-0,Hannover 96 ,2015,GER,3,0,2,0,3,3,0
3,(Sat) 29 Aug 2015 (W35),VfB Stuttgart ,1-4,1-2,Eintracht Frankfurt ,2015,GER,1,4,1,2,3,0,3
3,(Sun) 30 Aug 2015 (W35),Borussia Dortmund ,3-1,1-0,Hertha BSC ,2015,GER,3,1,1,0,2,3,0
3,(Sun) 30 Aug 2015 (W35),Werder Bremen ,2-1,1-1,Bor. Mönchengladbach ,2015,GER,2,1,1,1,1,3,0
4,(Fri) 11 Sep 2015 (W37),Bor. Mönchengladbach ,0-3,0-2,Hamburger SV ,2015,GER,0,3,0,2,3,0,3
4,(Sat) 12 Sep 2015 (W37),Bayern München ,2-1,0-1,FC Augsburg ,2015,GER,2,1,0,1,1,3,0
4,(Sat) 12 Sep 2015 (W37),Eintracht Frankfurt ,6-2,4-1,1. FC Köln ,2015,GER,6,2,4,1,4,3,0
4,(Sat) 12 Sep 2015 (W37),Hannover 96 ,2-4,1-2,Borussia Dortmund ,2015,GER,2,4,1,2,2,0,3
4,(Sat) 12 Sep 2015 (W37),Hertha BSC ,2-1,2-1,VfB Stuttgart ,2015,GER,2,1,2,1,1,3,0
4,(Sat) 12 Sep 2015 (W37),FC Ingolstadt 04 ,0-0,0-0,VfL Wolfsburg ,2015,GER,0,0,0,0,0,1,1
4,(Sat) 12 Sep 2015 (W37),Bayer 04 Leverkusen ,0-1,0-1,SV Darmstadt 98 ,2015,GER,0,1,0,1,1,0,3
4,(Sun) 13 Sep 2015 (W37),TSG 1899 Hoffenheim ,1-3,0-1,Werder Bremen ,2015,GER,1,3,0,1,2,0,3
4,(Sun) 13 Sep 2015 (W37),FC Schalke 04 ,2-1,1-1,1. FSV Mainz 05 ,2015,GER,2,1,1,1,1,3,0
5,(Fri) 18 Sep 2015 (W38),1. FSV Mainz 05 ,3-1,1-1,TSG 1899 Hoffenheim ,2015,GER,3,1,1,1,2,3,0
5,(Sat) 19 Sep 2015 (W38),SV Darmstadt 98 ,0-3,0-1,Bayern München ,2015,GER,0,3,0,1,3,0,3
5,(Sat) 19 Sep 2015 (W38),1. FC Köln ,1-0,0-0,Bor. Mönchengladbach ,2015,GER,1,0,0,0,1,3,0
5,(Sat) 19 Sep 2015 (W38),Hamburger SV ,0-0,0-0,Eintracht Frankfurt ,2015,GER,0,0,0,0,0,1,1
5,(Sat) 19 Sep 2015 (W38),Werder Bremen ,0-1,0-0,FC Ingolstadt 04 ,2015,GER,0,1,0,0,1,0,3
5,(Sat) 19 Sep 2015 (W38),VfL Wolfsburg ,2-0,0-0,Hertha BSC ,2015,GER,2,0,0,0,2,3,0
5,(Sun) 20 Sep 2015 (W38),FC Augsburg ,2-0,2-0,Hannover 96 ,2015,GER,2,0,2,0,2,3,0
5,(Sun) 20 Sep 2015 (W38),Borussia Dortmund ,3-0,1-0,Bayer 04 Leverkusen ,2015,GER,3,0,1,0,3,3,0
5,(Sun) 20 Sep 2015 (W38),VfB Stuttgart ,0-1,0-0,FC Schalke 04 ,2015,GER,0,1,0,0,1,0,3
6,(Tue) 22 Sep 2015 (W39),Bayern München ,5-1,0-1,VfL Wolfsburg ,2015,GER,5,1,0,1,4,3,0
6,(Tue) 22 Sep 2015 (W39),SV Darmstadt 98 ,2-1,1-1,Werder Bremen ,2015,GER,2,1,1,1,1,3,0
6,(Tue) 22 Sep 2015 (W39),Hertha BSC ,2-0,1-0,1. FC Köln ,2015,GER,2,0,1,0,2,3,0
6,(Tue) 22 Sep 2015 (W39),FC Ingolstadt 04 ,0-1,0-0,Hamburger SV ,2015,GER,0,1,0,0,1,0,3
6,(Wed) 23 Sep 2015 (W39),Hannover 96 ,1-3,1-2,VfB Stuttgart ,2015,GER,1,3,1,2,2,0,3
6,(Wed) 23 Sep 2015 (W39),TSG 1899 Hoffenheim ,1-1,1-0,Borussia Dortmund ,2015,GER,1,1,1,0,0,1,1
6,(Wed) 23 Sep 2015 (W39),Bayer 04 Leverkusen ,1-0,0-0,1. FSV Mainz 05 ,2015,GER,1,0,0,0,1,3,0
6,(Wed) 23 Sep 2015 (W39),Bor. Mönchengladbach ,4-2,4-0,FC Augsburg ,2015,GER,4,2,4,0,2,3,0
6,(Wed) 23 Sep 2015 (W39),FC Schalke 04 ,2-0,0-0,Eintracht Frankfurt ,2015,GER,2,0,0,0,2,3,0
7,(Fri) 25 Sep 2015 (W39),1. FC Köln ,1-1,1-1,FC Ingolstadt 04 ,2015,GER,1,1,1,1,0,1,1
7,(Sat) 26 Sep 2015 (W39),FC Augsburg ,1-3,1-1,TSG 1899 Hoffenheim ,2015,GER,1,3,1,1,2,0,3
7,(Sat) 26 Sep 2015 (W39),Hamburger SV ,0-1,0-0,FC Schalke 04 ,2015,GER,0,1,0,0,1,0,3
7,(Sat) 26 Sep 2015 (W39),1. FSV Mainz 05 ,0-3,0-0,Bayern München ,2015,GER,0,3,0,0,3,0,3
7,(Sat) 26 Sep 2015 (W39),VfB Stuttgart ,1-3,1-2,Bor. Mönchengladbach ,2015,GER,1,3,1,2,2,0,3
7,(Sat) 26 Sep 2015 (W39),Werder Bremen ,0-3,0-1,Bayer 04 Leverkusen ,2015,GER,0,3,0,1,3,0,3
7,(Sat) 26 Sep 2015 (W39),VfL Wolfsburg ,1-1,1-0,Hannover 96 ,2015,GER,1,1,1,0,0,1,1
7,(Sun) 27 Sep 2015 (W39),Borussia Dortmund ,2-2,0-1,SV Darmstadt 98 ,2015,GER,2,2,0,1,0,1,1
7,(Sun) 27 Sep 2015 (W39),Eintracht Frankfurt ,1-1,1-0,Hertha BSC ,2015,GER,1,1,1,0,0,1,1
8,(Fri) 2 Oct 2015 (W40),SV Darmstadt 98 ,2-3,1-2,1. FSV Mainz 05 ,2015,GER,2,3,1,2,1,0,3
8,(Sat) 3 Oct 2015 (W40),Hannover 96 ,1-0,0-0,Werder Bremen ,2015,GER,1,0,0,0,1,3,0
8,(Sat) 3 Oct 2015 (W40),Hertha BSC ,3-0,1-0,Hamburger SV ,2015,GER,3,0,1,0,3,3,0
8,(Sat) 3 Oct 2015 (W40),TSG 1899 Hoffenheim ,2-2,1-0,VfB Stuttgart ,2015,GER,2,2,1,0,0,1,1
8,(Sat) 3 Oct 2015 (W40),FC Ingolstadt 04 ,2-0,0-0,Eintracht Frankfurt ,2015,GER,2,0,0,0,2,3,0
8,(Sat) 3 Oct 2015 (W40),Bor. Mönchengladbach ,2-0,0-0,VfL Wolfsburg ,2015,GER,2,0,0,0,2,3,0
8,(Sun) 4 Oct 2015 (W40),Bayern München ,5-1,2-1,Borussia Dortmund ,2015,GER,5,1,2,1,4,3,0
8,(Sun) 4 Oct 2015 (W40),Bayer 04 Leverkusen ,1-1,1-1,FC Augsburg ,2015,GER,1,1,1,1,0,1,1
8,(Sun) 4 Oct 2015 (W40),FC Schalke 04 ,0-3,0-1,1. FC Köln ,2015,GER,0,3,0,1,3,0,3
9,(Fri) 16 Oct 2015 (W42),1. FSV Mainz 05 ,0-2,0-1,Borussia Dortmund ,2015,GER,0,2,0,1,2,0,3
9,(Sat) 17 Oct 2015 (W42),FC Augsburg ,0-2,0-2,SV Darmstadt 98 ,2015,GER,0,2,0,2,2,0,3
9,(Sat) 17 Oct 2015 (W42),Eintracht Frankfurt ,1-5,1-1,Bor. Mönchengladbach ,2015,GER,1,5,1,1,4,0,3
9,(Sat) 17 Oct 2015 (W42),Hamburger SV ,0-0,0-0,Bayer 04 Leverkusen ,2015,GER,0,0,0,0,0,1,1
9,(Sat) 17 Oct 2015 (W42),FC Schalke 04 ,2-1,1-0,Hertha BSC ,2015,GER,2,1,1,0,1,3,0
9,(Sat) 17 Oct 2015 (W42),Werder Bremen ,0-1,0-1,Bayern München ,2015,GER,0,1,0,1,1,0,3
9,(Sat) 17 Oct 2015 (W42),VfL Wolfsburg ,4-2,2-1,TSG 1899 Hoffenheim ,2015,GER,4,2,2,1,2,3,0
9,(Sun) 18 Oct 2015 (W42),1. FC Köln ,0-1,0-1,Hannover 96 ,2015,GER,0,1,0,1,1,0,3
9,(Sun) 18 Oct 2015 (W42),VfB Stuttgart ,1-0,0-0,FC Ingolstadt 04 ,2015,GER,1,0,0,0,1,3,0
10,(Fri) 23 Oct 2015 (W43),TSG 1899 Hoffenheim ,0-1,0-0,Hamburger SV ,2015,GER,0,1,0,0,1,0,3
10,(Sat) 24 Oct 2015 (W43),Bayern München ,4-0,2-0,1. FC Köln ,2015,GER,4,0,2,0,4,3,0
10,(Sat) 24 Oct 2015 (W43),SV Darmstadt 98 ,0-1,0-0,VfL Wolfsburg ,2015,GER,0,1,0,0,1,0,3
10,(Sat) 24 Oct 2015 (W43),Hannover 96 ,1-2,0-0,Eintracht Frankfurt ,2015,GER,1,2,0,0,1,0,3
10,(Sat) 24 Oct 2015 (W43),FC Ingolstadt 04 ,0-1,0-1,Hertha BSC ,2015,GER,0,1,0,1,1,0,3
10,(Sat) 24 Oct 2015 (W43),Bayer 04 Leverkusen ,4-3,0-0,VfB Stuttgart ,2015,GER,4,3,0,0,1,3,0
10,(Sat) 24 Oct 2015 (W43),1. FSV Mainz 05 ,1-3,0-3,Werder Bremen ,2015,GER,1,3,0,3,2,0,3
10,(Sun) 25 Oct 2015 (W43),Borussia Dortmund ,5-1,3-0,FC Augsburg ,2015,GER,5,1,3,0,4,3,0
10,(Sun) 25 Oct 2015 (W43),Bor. Mönchengladbach ,3-1,1-1,FC Schalke 04 ,2015,GER,3,1,1,1,2,3,0
11,(Fri) 30 Oct 2015 (W44),Eintracht Frankfurt ,0-0,0-0,Bayern München ,2015,GER,0,0,0,0,0,1,1
11,(Sat) 31 Oct 2015 (W44),FC Augsburg ,3-3,1-2,1. FSV Mainz 05 ,2015,GER,3,3,1,2,0,1,1
11,(Sat) 31 Oct 2015 (W44),1. FC Köln ,0-0,0-0,TSG 1899 Hoffenheim ,2015,GER,0,0,0,0,0,1,1
11,(Sat) 31 Oct 2015 (W44),Hertha BSC ,1-4,0-2,Bor. Mönchengladbach ,2015,GER,1,4,0,2,3,0,3
11,(Sat) 31 Oct 2015 (W44),FC Schalke 04 ,1-1,0-1,FC Ingolstadt 04 ,2015,GER,1,1,0,1,0,1,1
11,(Sat) 31 Oct 2015 (W44),Werder Bremen ,1-3,1-2,Borussia Dortmund ,2015,GER,1,3,1,2,2,0,3
11,(Sat) 31 Oct 2015 (W44),VfL Wolfsburg ,2-1,1-1,Bayer 04 Leverkusen ,2015,GER,2,1,1,1,1,3,0
11,(Sun) 1 Nov 2015 (W44),Hamburger SV ,1-2,1-0,Hannover 96 ,2015,GER,1,2,1,0,1,0,3
11,(Sun) 1 Nov 2015 (W44),VfB Stuttgart ,2-0,0-0,SV Darmstadt 98 ,2015,GER,2,0,0,0,2,3,0
12,(Fri) 6 Nov 2015 (W45),Hannover 96 ,1-3,0-1,Hertha BSC ,2015,GER,1,3,0,1,2,0,3
12,(Sat) 7 Nov 2015 (W45),Bayern München ,4-0,4-0,VfB Stuttgart ,2015,GER,4,0,4,0,4,3,0
12,(Sat) 7 Nov 2015 (W45),SV Darmstadt 98 ,1-1,0-1,Hamburger SV ,2015,GER,1,1,0,1,0,1,1
12,(Sat) 7 Nov 2015 (W45),TSG 1899 Hoffenheim ,0-0,0-0,Eintracht Frankfurt ,2015,GER,0,0,0,0,0,1,1
